Id,关卡Id,行为Id,行为类型,参数1,参数2,参数3,参数4,参数5,说明,对应地图
1114120,17,8,11,58,0,0,0,0,任务目标：找到蚁狮武士巢穴的入口,12
1114121,17,9,0,1,-1,0,0,0,激活第1组出生点,12
1114122,17,10,0,2,-1,0,0,0,激活第2组出生点,12
1114123,17,11,0,3,-1,0,0,0,激活第3组出生点,12
1114124,17,12,0,4,-1,0,0,0,激活第4组出生点,12
1114125,17,13,0,5,-1,0,0,0,激活第5组出生点,12
1114126,17,14,0,6,-1,0,0,0,激活第6组出生点,12
1114127,17,15,0,7,-1,0,0,0,激活第7组出生点,12
1114128,17,16,0,8,-1,0,0,0,激活第8组出生点,12
1114129,17,17,12,0,0,0,0,0,副本停止计时,12
1114130,17,18,2,102,0,0,0,0,计时器102开始计时,12
1114131,17,19,11,5,0,0,0,0,显示计时器102计时,12
1114132,17,20,8,0,0,0,0,0,关卡结束,12
1179649,18,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),13
1179650,18,2,2,100,0,0,0,0,计时器100开始计时(开局行为),13
1179651,18,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),13
1179652,18,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),13
1179653,18,5,15,0,0,0,0,0,锁定玩家（开局）,13
1179654,18,6,16,0,0,0,0,0,解冻玩家,13
1179655,18,7,2,101,0,0,0,0,计时器101开始计时,13
1179656,18,8,11,58,0,0,0,0,任务目标：猎杀蚁狮武士,13
1179657,18,9,0,1,-1,0,0,0,激活第1组出生点,13
1179658,18,10,0,2,-1,0,0,0,激活第2组出生点,13
1179659,18,11,0,3,-1,0,0,0,激活第3组出生点,13
1179660,18,12,0,4,-1,0,0,0,激活第4组出生点,13
1179661,18,13,0,5,-1,0,0,0,激活第5组出生点,13
1179662,18,14,0,6,-1,0,0,0,激活第6组出生点,13
1179663,18,15,12,0,0,0,0,0,副本停止计时,13
1179664,18,16,2,102,0,0,0,0,计时器102开始计时,13
1179665,18,17,11,5,0,0,0,0,显示计时器102计时,13
1179666,18,18,14,0,0,0,0,0,副本结束,13
1179667,18,19,6,2,0,1,0,0,宝箱,13
1179668,18,20,13,1,0,0,0,0,掉落界面,13
1245185,19,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
1245186,19,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
1245187,19,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
1245188,19,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
1245189,19,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
1245190,19,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
1245191,19,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
1245192,19,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
1245193,19,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
1245194,19,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
1245195,19,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
1245196,19,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
1245197,19,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
1245198,19,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
1245199,19,15,1,11,0,0,0,0,创建计时器11，用于激活出生点(开局行为),11
1245200,19,16,1,12,0,0,0,0,创建计时器12，用于激活出生点(开局行为),11
1245201,19,17,1,13,0,0,0,0,创建计时器13，用于激活出生点(开局行为),11
1245202,19,18,1,14,0,0,0,0,创建计时器14，用于激活出生点(开局行为),11
1245203,19,19,1,15,0,0,0,0,创建计时器15，用于激活出生点(开局行为),11
1245204,19,20,1,16,0,0,0,0,创建计时器16，用于激活出生点(开局行为),11
1245205,19,21,1,17,0,0,0,0,创建计时器17，用于激活出生点(开局行为),11
1245206,19,22,1,18,0,0,0,0,创建计时器18，用于激活出生点(开局行为),11
1245207,19,23,1,19,0,0,0,0,创建计时器19，用于激活出生点(开局行为),11
1245208,19,24,1,20,0,0,0,0,创建计时器20，用于激活出生点(开局行为),11
1245209,19,25,10,1,0,0,0,0,开局倒计时信息(开局行为),11
1245210,19,26,3,1,0,0,0,0,创建计数器1，清空敌人,11
1245211,19,27,7,0,0,0,0,0,副本开始计时,11
1245212,19,28,2,101,0,0,0,0,计时器101开始计时,11
1245213,19,29,11,26,0,0,0,0,任务目标：幸存,11
1245214,19,30,2,1,0,0,0,0,计时器1开始计时,11
1245215,19,31,11,27,0,0,0,0,第1波,11
1245216,19,32,2,11,0,0,0,0,计时器11开始计时,11
1245217,19,33,21,0,0,0,0,0,激活第1组出生点,11
1245218,19,34,11,61,0,0,0,0,第1波结束,11
1245219,19,35,2,2,0,0,0,0,计时器2开始计时,11
1245220,19,36,11,28,0,0,0,0,第2波,11
1245221,19,37,2,12,0,0,0,0,计时器12开始计时,11
1245222,19,38,21,0,0,0,0,0,激活第2组出生点,11
1245223,19,39,11,62,0,0,0,0,第2波结束,11
1245224,19,40,2,3,0,0,0,0,计时器3开始计时,11
1245225,19,41,11,29,0,0,0,0,第3波,11
1245226,19,42,2,13,0,0,0,0,计时器13开始计时,11
1245227,19,43,21,0,0,0,0,0,激活第3组出生点,11
1245228,19,44,11,63,0,0,0,0,第3波结束,11
1245229,19,45,2,4,0,0,0,0,计时器4开始计时,11
1245230,19,46,11,30,0,0,0,0,第4波,11
1245231,19,47,2,14,0,0,0,0,计时器14开始计时,11
1245232,19,48,21,0,0,0,0,0,激活第4组出生点,11
1245233,19,49,11,64,0,0,0,0,第4波结束,11
1245234,19,50,2,5,0,0,0,0,计时器5开始计时,11
1245235,19,51,11,31,0,0,0,0,第5波,11
1245236,19,52,2,15,0,0,0,0,计时器15开始计时,11
1245237,19,53,21,0,0,0,0,0,激活第5组出生点,11
1245238,19,54,11,65,0,0,0,0,第5波结束,11
1245239,19,55,2,6,0,0,0,0,计时器6开始计时,11
1245240,19,56,11,32,0,0,0,0,第6波,11
1245241,19,57,2,16,0,0,0,0,计时器16开始计时,11
1245242,19,58,21,0,0,0,0,0,激活第6组出生点,11
1245243,19,59,11,66,0,0,0,0,第6波结束,11
1245244,19,60,2,7,0,0,0,0,计时器7开始计时,11
1245245,19,61,11,33,0,0,0,0,第7波,11
1245246,19,62,2,17,0,0,0,0,计时器17开始计时,11
1245247,19,63,21,0,0,0,0,0,激活第7组出生点,11
1245248,19,64,11,67,0,0,0,0,第7波结束,11
1245249,19,65,2,8,0,0,0,0,计时器8开始计时,11
1245250,19,66,11,34,0,0,0,0,第8波,11
1245251,19,67,2,18,0,0,0,0,计时器18开始计时,11
1245252,19,68,21,0,0,0,0,0,激活第8组出生点,11
1245253,19,69,11,68,0,0,0,0,第8波结束,11
1245254,19,70,2,9,0,0,0,0,计时器9开始计时,11
1245255,19,71,11,35,0,0,0,0,第9波,11
1245256,19,72,2,19,0,0,0,0,计时器19开始计时,11
1245257,19,73,21,0,0,0,0,0,激活第9组出生点,11
1245258,19,74,11,69,0,0,0,0,第9波结束,11
1245259,19,75,2,10,0,0,0,0,计时器10开始计时,11
1245260,19,76,11,36,0,0,0,0,第10波,11
1245261,19,77,2,20,0,0,0,0,计时器20开始计时,11
1245262,19,78,21,0,0,0,0,0,激活第10组出生点,11
1245263,19,79,12,0,0,0,0,0,副本停止计时,11
1245264,19,80,2,102,0,0,0,0,计时器102开始计时,11
1245265,19,81,11,15,0,0,0,0,显示计时器102计时,11
1245266,19,82,9,0,0,0,0,0,副本结束,11
1245267,19,83,23,21,0,0,0,0,奖励200币,11
1245268,19,84,23,22,0,0,0,0,奖励500币,11
1245269,19,85,23,23,0,0,0,0,奖励1000币,11
1245270,19,86,23,24,0,0,0,0,奖励1500币,11
1245271,19,87,23,25,0,0,0,0,奖励2000币,11
1245272,19,88,0,1,-1,0,0,0,激活自动炮（开局行为）,11
1310721,20,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
1310722,20,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
1310723,20,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
1310724,20,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
1310725,20,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
1310726,20,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
1310727,20,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
1310728,20,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
1310729,20,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
1310730,20,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
1310731,20,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
1310732,20,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
1310733,20,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
1310734,20,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
1310735,20,15,1,11,0,0,0,0,创建计时器11，用于显示波数(开局行为),11
1310736,20,16,1,12,0,0,0,0,创建计时器12，用于显示波数(开局行为),11
1310737,20,17,1,13,0,0,0,0,创建计时器13，用于显示波数(开局行为),11
1310738,20,18,1,14,0,0,0,0,创建计时器14，用于显示波数(开局行为),11
1310739,20,19,1,15,0,0,0,0,创建计时器15，用于显示波数(开局行为),11
1310740,20,20,1,16,0,0,0,0,创建计时器16，用于显示波数(开局行为),11
1310741,20,21,1,17,0,0,0,0,创建计时器17，用于显示波数(开局行为),11
1310742,20,22,1,18,0,0,0,0,创建计时器18，用于显示波数(开局行为),11
1310743,20,23,1,19,0,0,0,0,创建计时器19，用于显示波数(开局行为),11
1310744,20,24,1,20,0,0,0,0,创建计时器20，用于显示波数(开局行为),11
1310745,20,25,1,21,0,0,0,0,创建计时器21，用于显示波数(开局行为),11
1310746,20,26,1,22,0,0,0,0,创建计时器22，用于显示波数(开局行为),11
1310747,20,27,1,23,0,0,0,0,创建计时器23，用于显示波数(开局行为),11
1310748,20,28,1,24,0,0,0,0,创建计时器24，用于显示波数(开局行为),11
1310749,20,29,1,25,0,0,0,0,创建计时器25，用于显示波数(开局行为),11
1310750,20,30,1,26,0,0,0,0,创建计时器26，用于显示波数(开局行为),11
1310751,20,31,1,27,0,0,0,0,创建计时器27，用于显示波数(开局行为),11
1310752,20,32,1,28,0,0,0,0,创建计时器28，用于显示波数(开局行为),11
1310753,20,33,1,29,0,0,0,0,创建计时器29，用于显示波数(开局行为),11
1310754,20,34,1,30,0,0,0,0,创建计时器30，用于显示波数(开局行为),11
1310755,20,35,1,31,0,0,0,0,创建计时器31，用于激活出生点(开局行为),11
1310756,20,36,1,32,0,0,0,0,创建计时器32，用于激活出生点(开局行为),11
1310757,20,37,1,33,0,0,0,0,创建计时器33，用于激活出生点(开局行为),11
1310758,20,38,1,34,0,0,0,0,创建计时器34，用于激活出生点(开局行为),11
1310759,20,39,1,35,0,0,0,0,创建计时器35，用于激活出生点(开局行为),11
1310760,20,40,1,36,0,0,0,0,创建计时器36，用于激活出生点(开局行为),11
1310761,20,41,1,37,0,0,0,0,创建计时器37，用于激活出生点(开局行为),11
1310762,20,42,1,38,0,0,0,0,创建计时器38，用于激活出生点(开局行为),11
1310763,20,43,1,39,0,0,0,0,创建计时器39，用于激活出生点(开局行为),11
1310764,20,44,1,40,0,0,0,0,创建计时器40，用于激活出生点(开局行为),11
1310765,20,45,1,41,0,0,0,0,创建计时器41，用于激活出生点(开局行为),11
1310766,20,46,1,42,0,0,0,0,创建计时器42，用于激活出生点(开局行为),11
1310767,20,47,1,43,0,0,0,0,创建计时器43，用于激活出生点(开局行为),11
1310768,20,48,1,44,0,0,0,0,创建计时器44，用于激活出生点(开局行为),11
1310769,20,49,1,45,0,0,0,0,创建计时器45，用于激活出生点(开局行为),11
1310770,20,50,1,46,0,0,0,0,创建计时器46，用于激活出生点(开局行为),11
1310771,20,51,1,47,0,0,0,0,创建计时器47，用于激活出生点(开局行为),11
1310772,20,52,1,48,0,0,0,0,创建计时器48，用于激活出生点(开局行为),11
1310773,20,53,1,49,0,0,0,0,创建计时器49，用于激活出生点(开局行为),11
1310774,20,54,1,50,0,0,0,0,创建计时器50，用于激活出生点(开局行为),11
1310775,20,55,1,51,0,0,0,0,创建计时器51，用于激活出生点(开局行为),11
1310776,20,56,1,52,0,0,0,0,创建计时器52，用于激活出生点(开局行为),11
1310777,20,57,1,53,0,0,0,0,创建计时器53，用于激活出生点(开局行为),11
1310778,20,58,1,54,0,0,0,0,创建计时器54，用于激活出生点(开局行为),11
1310779,20,59,1,55,0,0,0,0,创建计时器55，用于激活出生点(开局行为),11
1310780,20,60,1,56,0,0,0,0,创建计时器56，用于激活出生点(开局行为),11
1310781,20,61,1,57,0,0,0,0,创建计时器57，用于激活出生点(开局行为),11
1310782,20,62,1,58,0,0,0,0,创建计时器58，用于激活出生点(开局行为),11
1310783,20,63,1,59,0,0,0,0,创建计时器59，用于激活出生点(开局行为),11
1310784,20,64,1,60,0,0,0,0,创建计时器60，用于激活出生点(开局行为),11
1310785,20,65,10,1,0,0,0,0,开局倒计时信息(开局行为),11
1310786,20,66,3,1,0,0,0,0,创建计数器1，清空敌人,11
1310787,20,67,7,0,0,0,0,0,副本开始计时,11
1310788,20,68,2,101,0,0,0,0,计时器101开始计时,11
1310789,20,69,11,26,0,0,0,0,任务目标：幸存,11
1310790,20,70,2,1,0,0,0,0,计时器1开始计时,11
1310791,20,71,11,27,0,0,0,0,第1波,11
1310792,20,72,2,31,0,0,0,0,计时器31开始计时,11
1310793,20,73,21,0,0,0,0,0,激活第1组出生点,11
1310794,20,74,11,61,0,0,0,0,第1波结束,11
1310795,20,75,2,2,0,0,0,0,计时器2开始计时,11
1310796,20,76,11,28,0,0,0,0,第2波,11
1310797,20,77,2,32,0,0,0,0,计时器32开始计时,11
1310798,20,78,21,0,0,0,0,0,激活第2组出生点,11
1310799,20,79,11,62,0,0,0,0,第2波结束,11
1310800,20,80,2,3,0,0,0,0,计时器3开始计时,11
1310801,20,81,11,29,0,0,0,0,第3波,11
1310802,20,82,2,33,0,0,0,0,计时器33开始计时,11
1310803,20,83,21,0,0,0,0,0,激活第3组出生点,11
1310804,20,84,11,63,0,0,0,0,第3波结束,11
1310805,20,85,2,4,0,0,0,0,计时器4开始计时,11
1310806,20,86,11,30,0,0,0,0,第4波,11
1310807,20,87,2,34,0,0,0,0,计时器34开始计时,11
1310808,20,88,21,0,0,0,0,0,激活第4组出生点,11
1310809,20,89,11,64,0,0,0,0,第4波结束,11
1310810,20,90,2,5,0,0,0,0,计时器5开始计时,11
1310811,20,91,11,31,0,0,0,0,第5波,11
1310812,20,92,2,35,0,0,0,0,计时器35开始计时,11
1310813,20,93,21,0,0,0,0,0,激活第5组出生点,11
1310814,20,94,11,65,0,0,0,0,第5波结束,11
1310815,20,95,2,6,0,0,0,0,计时器6开始计时,11
1310816,20,96,11,32,0,0,0,0,第6波,11
1310817,20,97,2,36,0,0,0,0,计时器36开始计时,11
1310818,20,98,21,0,0,0,0,0,激活第6组出生点,11
1310819,20,99,11,66,0,0,0,0,第6波结束,11
1310820,20,100,2,7,0,0,0,0,计时器7开始计时,11
1310821,20,101,11,33,0,0,0,0,第7波,11
1310822,20,102,2,37,0,0,0,0,计时器37开始计时,11
1310823,20,103,21,0,0,0,0,0,激活第7组出生点,11
1310824,20,104,11,67,0,0,0,0,第7波结束,11
1310825,20,105,2,8,0,0,0,0,计时器8开始计时,11
1310826,20,106,11,34,0,0,0,0,第8波,11
1310827,20,107,2,38,0,0,0,0,计时器38开始计时,11
1310828,20,108,21,0,0,0,0,0,激活第8组出生点,11
1310829,20,109,11,68,0,0,0,0,第8波结束,11
1310830,20,110,2,9,0,0,0,0,计时器9开始计时,11
1310831,20,111,11,35,0,0,0,0,第9波,11
1310832,20,112,2,39,0,0,0,0,计时器39开始计时,11
1310833,20,113,21,0,0,0,0,0,激活第9组出生点,11
1310834,20,114,11,69,0,0,0,0,第9波结束,11
1310835,20,115,2,10,0,0,0,0,计时器10开始计时,11
1310836,20,116,11,36,0,0,0,0,第10波,11
1310837,20,117,2,40,0,0,0,0,计时器40开始计时,11
1310838,20,118,21,0,0,0,0,0,激活第10组出生点,11
1310839,20,119,11,70,0,0,0,0,第10波结束,11
1310840,20,120,2,11,0,0,0,0,计时器11开始计时,11
1310841,20,121,11,37,0,0,0,0,第11波,11
1310842,20,122,2,41,0,0,0,0,计时器41开始计时,11
1310843,20,123,21,0,0,0,0,0,激活第11组出生点,11
1310844,20,124,11,71,0,0,0,0,第11波结束,11
1310845,20,125,2,12,0,0,0,0,计时器12开始计时,11
1310846,20,126,11,38,0,0,0,0,第12波,11
1310847,20,127,2,42,0,0,0,0,计时器42开始计时,11
1310848,20,128,21,0,0,0,0,0,激活第12组出生点,11
1310849,20,129,11,72,0,0,0,0,第12波结束,11
1310850,20,130,2,13,0,0,0,0,计时器13开始计时,11
1310851,20,131,11,39,0,0,0,0,第13波,11
1310852,20,132,2,43,0,0,0,0,计时器43开始计时,11
1310853,20,133,21,0,0,0,0,0,激活第13组出生点,11
1310854,20,134,11,73,0,0,0,0,第13波结束,11
1310855,20,135,2,14,0,0,0,0,计时器14开始计时,11
1310856,20,136,11,40,0,0,0,0,第14波,11
1310857,20,137,2,44,0,0,0,0,计时器44开始计时,11
1310858,20,138,21,0,0,0,0,0,激活第14组出生点,11
1310859,20,139,11,74,0,0,0,0,第14波结束,11
1310860,20,140,2,15,0,0,0,0,计时器15开始计时,11
1310861,20,141,11,41,0,0,0,0,第15波,11
1310862,20,142,2,45,0,0,0,0,计时器45开始计时,11
1310863,20,143,21,0,0,0,0,0,激活第15组出生点,11
1310864,20,144,11,75,0,0,0,0,第15波结束,11
1310865,20,145,2,16,0,0,0,0,计时器16开始计时,11
1310866,20,146,11,42,0,0,0,0,第16波,11
1310867,20,147,2,46,0,0,0,0,计时器46开始计时,11
1310868,20,148,21,0,0,0,0,0,激活第16组出生点,11
1310869,20,149,11,76,0,0,0,0,第16波结束,11
1310870,20,150,2,17,0,0,0,0,计时器17开始计时,11
1310871,20,151,11,43,0,0,0,0,第17波,11
1310872,20,152,2,47,0,0,0,0,计时器47开始计时,11
1310873,20,153,21,0,0,0,0,0,激活第17组出生点,11
1310874,20,154,11,77,0,0,0,0,第17波结束,11
1310875,20,155,2,18,0,0,0,0,计时器18开始计时,11
1310876,20,156,11,44,0,0,0,0,第18波,11
1310877,20,157,2,48,0,0,0,0,计时器48开始计时,11
1310878,20,158,21,0,0,0,0,0,激活第18组出生点,11
1310879,20,159,11,78,0,0,0,0,第18波结束,11
1310880,20,160,2,19,0,0,0,0,计时器19开始计时,11
1310881,20,161,11,45,0,0,0,0,第19波,11
1310882,20,162,2,49,0,0,0,0,计时器49开始计时,11
1310883,20,163,21,0,0,0,0,0,激活第19组出生点,11
1310884,20,164,11,79,0,0,0,0,第19波结束,11
1310885,20,165,2,20,0,0,0,0,计时器20开始计时,11
1310886,20,166,11,46,0,0,0,0,第20波,11
1310887,20,167,2,50,0,0,0,0,计时器50开始计时,11
1310888,20,168,21,0,0,0,0,0,激活第20组出生点,11
1310889,20,169,11,80,0,0,0,0,第20波结束,11
1310890,20,170,2,21,0,0,0,0,计时器21开始计时,11
1310891,20,171,11,47,0,0,0,0,第21波,11
1310892,20,172,2,51,0,0,0,0,计时器51开始计时,11
1310893,20,173,21,0,0,0,0,0,激活第21组出生点,11
1310894,20,174,11,81,0,0,0,0,第21波结束,11
1310895,20,175,2,22,0,0,0,0,计时器22开始计时,11
1310896,20,176,11,48,0,0,0,0,第22波,11
1310897,20,177,2,52,0,0,0,0,计时器52开始计时,11
1310898,20,178,21,0,0,0,0,0,激活第22组出生点,11
1310899,20,179,11,82,0,0,0,0,第22波结束,11
1310900,20,180,2,23,0,0,0,0,计时器23开始计时,11
1310901,20,181,11,49,0,0,0,0,第23波,11
1310902,20,182,2,53,0,0,0,0,计时器53开始计时,11
1310903,20,183,21,0,0,0,0,0,激活第23组出生点,11
1310904,20,184,11,83,0,0,0,0,第23波结束,11
1310905,20,185,2,24,0,0,0,0,计时器24开始计时,11
1310906,20,186,11,50,0,0,0,0,第24波,11
1310907,20,187,2,54,0,0,0,0,计时器54开始计时,11
1310908,20,188,21,0,0,0,0,0,激活第24组出生点,11
1310909,20,189,11,84,0,0,0,0,第24波结束,11
1310910,20,190,2,25,0,0,0,0,计时器25开始计时,11
1310911,20,191,11,51,0,0,0,0,第25波,11
1310912,20,192,2,55,0,0,0,0,计时器55开始计时,11
1310913,20,193,21,0,0,0,0,0,激活第25组出生点,11
1310914,20,194,11,85,0,0,0,0,第25波结束,11
1310915,20,195,2,26,0,0,0,0,计时器26开始计时,11
1310916,20,196,11,52,0,0,0,0,第26波,11
1310917,20,197,2,56,0,0,0,0,计时器56开始计时,11
1310918,20,198,21,0,0,0,0,0,激活第26组出生点,11
1310919,20,199,11,86,0,0,0,0,第26波结束,11
1310920,20,200,2,27,0,0,0,0,计时器27开始计时,11
1310921,20,201,11,53,0,0,0,0,第27波,11
1310922,20,202,2,57,0,0,0,0,计时器57开始计时,11
1310923,20,203,21,0,0,0,0,0,激活第27组出生点,11
1310924,20,204,11,87,0,0,0,0,第27波结束,11
1310925,20,205,2,28,0,0,0,0,计时器28开始计时,11
1310926,20,206,11,54,0,0,0,0,第28波,11
1310927,20,207,2,58,0,0,0,0,计时器58开始计时,11
1310928,20,208,21,0,0,0,0,0,激活第28组出生点,11
1310929,20,209,11,88,0,0,0,0,第28波结束,11
1310930,20,210,2,29,0,0,0,0,计时器29开始计时,11
1310931,20,211,11,55,0,0,0,0,第29波,11
1310932,20,212,2,59,0,0,0,0,计时器59开始计时,11
1310933,20,213,21,0,0,0,0,0,激活第29组出生点,11
1310934,20,214,11,89,0,0,0,0,第29波结束,11
1310935,20,215,2,30,0,0,0,0,计时器30开始计时,11
1310936,20,216,11,56,0,0,0,0,第30波,11
1310937,20,217,2,60,0,0,0,0,计时器60开始计时,11
1310938,20,218,21,0,0,0,0,0,激活第30组出生点,11
1310939,20,219,11,90,0,0,0,0,第30波结束,11
1310940,20,220,12,0,0,0,0,0,副本停止计时,11
1310941,20,221,2,102,0,0,0,0,计时器102开始计时,11
1310942,20,222,11,15,0,0,0,0,显示计时器102计时,11
1310943,20,223,9,0,0,0,0,0,副本结束,11
1310944,20,224,23,21,0,0,0,0,奖励200币,11
1310945,20,225,23,22,0,0,0,0,奖励500币,11
1310946,20,226,23,23,0,0,0,0,奖励1000币,11
1310947,20,227,23,24,0,0,0,0,奖励1500币,11
1310948,20,228,23,25,0,0,0,0,奖励2000币,11
1310949,20,229,23,26,0,0,0,0,奖励2500币,11
1310950,20,230,23,27,0,0,0,0,奖励3000币,11
1310951,20,231,23,28,0,0,0,0,奖励3500币,11
1310952,20,232,23,29,0,0,0,0,奖励4000币,11
1310953,20,233,23,30,0,0,0,0,奖励4500币,11
1310954,20,234,23,31,0,0,0,0,奖励5000币,11
1310955,20,235,23,32,0,0,0,0,奖励5500币,11
1310956,20,236,23,33,0,0,0,0,奖励6000币,11
1310957,20,237,23,34,0,0,0,0,奖励6500币,11
1310958,20,238,23,35,0,0,0,0,奖励7000币,11
